tip,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,altitude
Scleria_schiedeana_SC242,213.8571428571,142.2857142857,66.7142857143,1932.2857142857,313.5714285714,102,211.5714285714,231,198.7142857143,235.1428571429,187,1235.4285714286,315.7142857143,3,113.4285714286,860.2857142857,16.8571428571,678.2857142857,60,1030.1428571429
Scleria_schimperiana_SC090,226.2857142857,143.2857142857,67.7142857143,1548.6428571429,335.0714285714,124.3571428571,210.7142857143,218.7857142857,217.7142857143,247,208.0714285714,1159.3571428571,273.3571428571,2.9285714286,100.7857142857,719.7857142857,15.0714285714,170.2857142857,472.7857142857,1208
Scleria_schliebenii_SC355,187.3333333333,124.4761904762,59.2380952381,2200.1904761905,282.9047619048,72.2857142857,210.619047619,202.4761904762,157.9523809524,209.6666666667,154.9523809524,1174.2857142857,234.0952380952,3.619047619,89.8095238095,635.1904761905,16.8095238095,420.1904761905,44.5238095238,1418.4761904762
Scleria_scrobiculata_SC100,239.9620253165,76.9493670886,65.582278481,1607.1265822785,302.8734177215,176.8987341772,125.9746835443,250.5696202532,228.5949367089,258.1772151899,217.9746835443,2394.6962025317,356.5443037975,87.8734177215,48.2025316456,975.9620253165,298.9746835443,707.1772151899,399.835443038,313.1139240506
Scleria_secans_SC105,242.2237136465,96.0805369128,71.5637583893,1143.6845637584,310.9082774049,175.0693512304,135.8389261745,245.7964205817,236.5861297539,255.3803131991,226.5570469799,2259.1454138703,344.2348993289,61.129753915,51.3624161074,922.5458612975,218.8970917226,479.7136465324,541.9888143177,338.8389261745
Scleria_skutchii_SC244,267.7142857143,102.7142857143,79.7142857143,597.7142857143,336.5714285714,207.7142857143,128.8571428571,263.7142857143,270.2857142857,276.4285714286,260.5714285714,4226.4285714286,631.1428571429,88,51.1428571429,1641.7142857143,310.4285714286,673.1428571429,1380.7142857143,109
Scleria_sobolifer_SC040,208.6315789474,94.1052631579,54.3684210526,2545.6842105263,285.7894736842,114.1578947368,171.6315789474,238.6315789474,174.4210526316,239.7368421053,174.1052631579,1028.2105263158,137.5263157895,37.0526315789,40.5789473684,380.6315789474,124.9473684211,378.5263157895,125.2105263158,185.7368421053
Scleria_sororia_SC146,232.6,118.8857142857,68.7428571429,1523.3142857143,315.6857142857,143.4571428571,172.2285714286,242.6,223.4,248.5428571429,210.8285714286,1688.4,306.5428571429,30.0571428571,72.4,816.7428571429,107.2,463.8,159.0571428571,607.6571428571
Scleria_sphacelata_SC259,237.6278625954,124.0171755725,55.1984732824,3256.7213740458,338.2404580153,113.8683206107,224.3721374046,267.0820610687,198.6335877863,274.0534351145,190.7232824427,1186.5209923664,248.5534351145,14.1354961832,83.9923664122,686.7003816794,52.6125954198,452.0019083969,63.7290076336,283.6736641221
Scleria_spicata_SC041,204.4,108.6,63.8,1737.8,287.6,118,169.6,219.8,185.4,222.6,179.8,1193.6,213.6,24.8,67,572,89.2,486.4,94.8,874
Scleria_spiciformis_SC246,241.9230769231,87.0769230769,74.5384615385,863.5,301.1153846154,185.1923076923,115.9230769231,239.6538461538,232.5,250.8846153846,229.0769230769,2421.1538461539,442.9230769231,18.6923076923,64.8076923077,1073.2307692308,126.6538461538,611.9615384615,470.3846153846,322.4230769231
Scleria_splitgerberiana_SC162,266,92,80.4,508,327.4,213.4,114,262.4,268.6,273,260.4,2253.8,350.6,78.4,49.2,915.6,266.6,340,653.2,121.4
Scleria_sprucei_SC163,253.875,119.0416666667,72.875,864.3333333333,332.25,167.8333333333,164.4166666667,256.5,243.6666666667,262,240.9166666667,2070.5833333333,320.4166666667,41.875,62.375,898.0416666667,152.5416666667,510.2083333333,289.5,278.9166666667
Scleria_staheliana_SC164,252.1111111111,92.2222222222,75.4444444444,494.5555555556,320.6666666667,199.3333333333,121.3333333333,249.6666666667,258.5555555556,258.6666666667,245.8888888889,2657.4444444444,425.7777777778,58.6666666667,50.3333333333,1073.2222222222,217.2222222222,223.1111111111,833.8888888889,218.7777777778
Scleria_suaveolens_SC350,190,116,63.6666666667,1438.3333333333,278.6666666667,97.6666666667,181,193.3333333333,174,207.6666666667,170.6666666667,1086,213.3333333333,1.3333333333,94.6666666667,593.6666666667,6.3333333333,203,18,1728.6666666667
Scleria_sumatrensis_SC097,254.03125,81.34375,67.6875,1395.09375,313.46875,188.84375,124.625,263.46875,243.625,269.40625,233.9375,2646.625,461.53125,67.1875,63.8125,1268.84375,226.875,864.125,418.5,128.78125
Scleria_tenella_SC044,249.8352941176,106.6823529412,72.9058823529,925.5411764706,322.7058823529,176.5764705882,146.1294117647,251.1647058824,245.7529411765,260.0705882353,237.0470588235,1849.0941176471,330.8470588235,20.4705882353,73.4352941176,871.6941176471,81.6705882353,390.6705882353,394.3176470588,421.3176470588
Scleria_tepuiensis_SC167,261.6666666667,103.6666666667,78.7777777778,794.5555555556,335.7777777778,204.7777777778,131,251.8888888889,267.5555555556,271.2222222222,250.4444444444,2739.5555555556,440.3333333333,57.7777777778,58.4444444444,1216.1111111111,222,273.5555555556,1142.8888888889,541.3333333333
Scleria_terrestris_SC055,221.9649805447,83.6926070039,49.7898832685,3297.7315175097,307.5719844358,126.2451361868,181.326848249,247.3968871595,187.1595330739,259.8871595331,176.2295719844,2039.8210116732,360.2879377432,51.6459143969,68.4552529183,979.3151750973,177.4124513619,747.1439688716,239.1673151751,415
Scleria_tessellata_SC166,273.2375,125.225,64.0875,1800.275,374.3125,178.7375,195.575,258.05,266.8125,299,253.0875,1037.85,241.45,1.525,98.125,620.625,10.7125,144.6625,385.65,267.8875
Scleria_testacea_SC278,243.5652173913,101.6956521739,66.5652173913,1663.347826087,316.6956521739,163.2173913043,153.4782608696,253.4782608696,228.6956521739,261.9130434783,220.3043478261,1744.3043478261,264.4347826087,43.8695652174,57.2608695652,700.3913043478,171.5217391304,480.6956521739,318.347826087,159.5652173913
Scleria_tonkinensis_SC098,262.3157894737,91.8947368421,57.1578947368,1877.7894736842,339.6842105263,176.1578947368,163.5263157895,270.1052631579,242.0526315789,283.6842105263,235.3684210526,1801.3684210526,320.4210526316,17.4210526316,70.8947368421,844.8421052632,83.0526315789,473.7894736842,204.1578947368,103.9473684211
Scleria_transvaalensis_SC168,174.125,118.6875,60.875,2694.75,255.3125,61.625,193.6875,202.5625,134.8125,202.875,134.8125,1129.875,198.0625,15.5,72.6875,561.9375,53.6875,561.6875,53.6875,1174.375
Scleria_tricholepis_SC450,249,98,62.3333333333,1467.6666666667,339.6666666667,184.3333333333,155.3333333333,231.6666666667,250.3333333333,270,231.6666666667,2567.3333333333,672,3,103,1649.3333333333,17.3333333333,128.6666666667,1649.3333333333,510.3333333333
Scleria_tricristata_SC266,236.3333333333,122,68,1189.3333333333,325,147,178,236,222.3333333333,253,221.3333333333,932.3333333333,194.6666666667,0,92.6666666667,484,0.3333333333,127,18.3333333333,1166.6666666667
Scleria_triglomerata_SC249,149.1257668712,121.8466257669,35.5981595092,7977.3527607362,317.9938650307,-28.2791411043,346.273006135,208.6073619632,74.0705521472,247.9662576687,42.0797546012,1140.4263803681,142.0920245399,54.2668711656,29.9509202454,387.2944785276,187.7392638037,361.2116564417,211.6656441718,165.4693251534
Scleria_unguiculata_SC250,219.8,136.8,53.8,3437,333.2,83,250.2,248.2,170.2,255.4,170.2,689.2,137.8,12.4,91,387.2,39.2,231.8,40.8,716.4
Scleria_verrucosa_SC171,250.5161290323,93.9032258065,75.4032258065,875.3064516129,315.4677419355,191.5967741935,123.8709677419,249.5967741935,249.3064516129,260.2903225806,237.7903225806,1696.2741935484,288.8225806452,29.6612903226,56.8064516129,691.3548387097,127.8225806452,411.6935483871,362.0161290323,340.6774193548
Scleria_verticillata_SC319,189.693989071,109.8087431694,52.0655737705,4721.0109289618,311.0601092896,64.4262295082,246.6338797814,218.8032786885,143.9508196721,247.2513661202,125.8907103825,1412.262295082,216.4808743169,43.1530054645,46.2513661202,585.2841530055,157.2131147541,350.5355191257,347.4371584699,273.6010928962
Scleria_veseyfitzgeraldii_SC301,220.3333333333,147.6666666667,54.3333333333,3601.3333333333,341.6666666667,73,268.6666666667,247,167.3333333333,256,167.3333333333,599,145.3333333333,0,108.3333333333,408.3333333333,0.6666666667,202.6666666667,2,868
Scleria_virgata_SC118,223,99.875,61.5,2008.4166666667,304.5416666667,140.0833333333,164.4583333333,233.5833333333,202.4583333333,247.5833333333,196.0833333333,1470.75,200.7916666667,60.1666666667,38.3333333333,546.3333333333,208.1666666667,411.1666666667,259.4583333333,306.375
Scleria_vogelii_SC251,255.275862069,80.3103448276,73.0344827586,897.3448275862,312.4137931034,203.2413793103,109.1724137931,252.6206896552,254.3793103448,265.0344827586,242.275862069,2266.7931034483,446.2068965517,30.4482758621,67.1724137931,1029.1379310345,142.8275862069,445.724137931,515.6896551724,212.4482758621
Scleria_welwitschii_SC442,144.6,129.3333333333,57.1333333333,3159.6666666667,240.5333333333,15.2666666667,225.2666666667,177.5333333333,101.7333333333,178.7333333333,99.2666666667,1048.4666666667,193.8666666667,11.0666666667,75.6,533.8,42.1333333333,476.8666666667,43.8666666667,1670.4
Scleria_williamsii_SC121,261.3333333333,111,75,806.3333333333,331.6666666667,183.3333333333,148.3333333333,266.6666666667,249.3333333333,268.6666666667,249,1707,252.6666666667,53.3333333333,45.3333333333,653,185.6666666667,554.6666666667,211.6666666667,210.3333333333
Scleria_woodii_SC326,181.8387096774,119.4677419355,61.6612903226,2561.2419354839,271.4193548387,74.2419354839,197.1774193548,204.3387096774,150.8709677419,211.0483870968,146.2258064516,1061.6774193548,173.1612903226,17.3387096774,62.4677419355,471.7741935484,66.9838709677,342.8870967742,171.1612903226,1126.1612903226
Scleria_zambesica_SC335,201,122,58,2218.6666666667,300.3333333333,91,209.3333333333,214.3333333333,171.6666666667,224.3333333333,168,1242,263.6666666667,3.3333333333,102.3333333333,742.6666666667,12,351.3333333333,16,1307.6666666667
