tips,PC1,PC2,PC3
Scleria_eggersiana_SC275,520.859630231573,-163.854954393719,38.7945290733416
Scleria_erythrorrhiza_SC023,927.452197381963,477.450461818149,-37.0965109777499
Scleria_flagellum-nigrorum_SC129,1544.70666528707,-635.238787821121,58.9011511492138
Scleria_flexuosa_SC351,-1030.35810133026,391.679810729583,-16.1800701046279
Scleria_foliosa_SC130,-131.450332736584,585.924163583213,25.5806277509364
Scleria_fulvipilosa_SC294,-168.30145680383,412.047418885688,33.5941661461517
Scleria_gaertneri_SC271,752.19371184276,-393.57508476341,18.0521640398943
Scleria_georgiana_SC186,-1789.70758349519,-442.842035508144,-0.214760333307339
Scleria_glabra_SC269,267.55756535199,691.478050749238,56.1275478522497
Scleria_globonux_SC133,-142.545036666467,370.551435896248,234.215360407554
Scleria_goossensii_SC134,1180.24934822875,144.589255623208,20.3715183598853
Scleria_greigiifolia_SC075,-91.2136970544093,371.919327833543,-45.3089082707665
Scleria_hildebrandtii_SC137,363.151555156391,429.350422141206,-42.4058946575091
Scleria_hilsenbergii_SC032,-484.835970295243,34.2678278122598,-385.494988606156
Scleria_hirtella_SC445,323.630597457415,-0.120292771237702,16.2579824778039
Scleria_hispidior_SC455,424.853581981119,507.251569244631,168.88490720013
Scleria_hispidula_SC439,487.763858470429,702.287355276527,102.79873716351
Scleria_interrupta_SC318,766.05839603247,74.6241500502999,75.9709495562511
Scleria_iostephana_SC140,564.872669192127,329.863006549928,11.1392349728381
Scleria_kerrii_SC102,90.1196798268863,32.9254106574381,-4.75156255463041
Scleria_lacustris_SC004,-619.19814890363,-0.294746406458161,-9.72854949771383
Scleria_lagoensis_SC224,475.295155120531,305.172211367822,-0.574511007120321
Scleria_latifolia_SC141,545.315398022751,-236.27852309386,16.4453521258552
Scleria_laxa_SC142,-66.3288963525848,117.147902599567,-102.910508024257
Scleria_laxiflora_SC446,-82.466175509089,350.041741702633,-1.79023198327414
Scleria_leptostachya_SC296,449.953007707399,180.031728254893,1.76925769197928
Scleria_liberica_SC436,1228.50954929313,-599.010064322764,249.178478483139
Scleria_lithosperma_SC182,243.479991926071,112.601410707157,-48.840066844361
Scleria_longispiculata_SC144,-1155.28568641795,472.760663738458,48.0390534281842
Scleria_mackaviensis_SC110,-2907.27794930147,18.9528334808484,85.703536676332
Scleria_macrogyne_SC104,1384.72700926862,-209.994843937521,110.792979378736
Scleria_macrophylla_SC145,950.003974114403,-488.551672295332,35.0940986782892
Scleria_madagascariensis_JG23,-666.616116084202,-281.760281937473,-389.253741504694
Scleria_maypurensis_SC451,1021.19919217462,-482.757005477899,387.688203974982
Scleria_melanomphala_SC112,84.627199358846,258.011245417902,-42.0002282473472
Scleria_melanotricha_SC449,651.829109237083,208.245091786486,91.4967692510291
Scleria_microcarpa_SC107,1033.26133298427,-477.53467496058,58.3227648041161
Scleria_mitis_SC148,1003.10223187649,-455.098424554558,41.8639813305733
Scleria_mongomoensis_SC029,1130.35557723732,-38.1139509963197,-143.997190432442
Scleria_naumanniana_SC150,919.453237033976,-197.779457752057,100.507867459482
Scleria_neesii_SC023,1156.28036459684,-306.61891070511,16.7138408047877
Scleria_nyasensis_SC232,960.080111277683,340.679803767948,40.3814388838443
Scleria_oblata_SC093,1232.32905544989,-323.73864894306,39.1662904588994
Scleria_obtusa_SC154,589.171649734815,51.3501151449854,-58.1937226944518
Scleria_oligantha_SC236,-4823.41874654208,-751.235360901836,240.780819765519
Scleria_panicoides_SC155,-683.649711040478,-192.198190149077,-75.0669153385499
Scleria_pantadenia_SC252,977.724510552937,747.467560085387,56.0242021743363
Scleria_paupercula_SC382,-507.83217979015,385.716606447397,71.867382567251
Scleria_pedicellata_SC435,957.716691383617,171.986934030878,-178.683536775565
Scleria_pergracilis_SC123,8.35384972546833,445.788029706024,97.2085178254383
Scleria_pergracilis_var._brachystachys_SC349,-552.793521374805,457.107777153861,-15.6929644536562
Scleria_plusiophylla_SC239,-689.326631834372,-169.310927600178,-55.1179010542445
Scleria_poiformis_SC280,-460.690486932629,-247.553247303437,-235.854871455941
Scleria_polycarpa_SC122,231.301769579663,-388.768812226929,-195.527359690402
Scleria_polyrrhiza_SC299,235.615339076478,376.580067405255,161.607234462341
Scleria_pooides_SC364,-286.875491654888,244.918787464483,-102.100472351103
Scleria_pseudohispidior_SC454,248.747509391567,528.394133017461,255.04189962779
Scleria_pulchella_SC024,53.5373935934877,641.946273937949,70.2130723495241
Scleria_purdiei_SC053,1275.43099125028,41.2132113123317,145.678393355396
Scleria_purpurascens_SC094,1423.49862476578,-815.399449648009,7.31439111765508
Scleria_pusilla_SC447,1063.9475290411,214.68046254702,90.8690671137494
Scleria_racemosa_SC109,489.363424258294,114.531059898756,-79.7531811369153
Scleria_rehmannii_SC358,142.861421657075,613.782883892975,152.380796322226
Scleria_reticularis_SC192,-2062.02857329485,-170.976375579048,76.0683582577416
Scleria_richardsiae_SC304,-274.668495050785,421.691809045543,43.6425463458454
Scleria_robinsoniana_SC305,835.740840648047,-399.207524018891,268.907415682504
Scleria_rosea_JG12,-180.869698999123,-505.871617134974,-376.29301145829
Scleria_rugosa_SC043,-782.681407635917,184.488468055762,-38.0983193937076
Scleria_rutenbergiana_JG03,44.8182802442262,-818.054033672899,-453.57061552528
Scleria_scabra_SC088,812.093753710415,236.533478789939,27.5851224757869
Scleria_schiedeana_SC242,-144.108117650978,286.649459840634,-312.565845944344
Scleria_schimperiana_SC090,211.512757588867,552.710202370829,149.378278443915
Scleria_schliebenii_SC355,-418.776239062153,336.485058362768,-60.6771291305502
Scleria_scrobiculata_SC100,447.431101144401,-749.489755980278,-124.727878516338
Scleria_secans_SC105,865.718337851323,-466.122165007723,47.4390116465702
Scleria_skutchii_SC244,1859.23747587713,-2249.05141216857,230.916176262888
Scleria_sobolifer_SC040,-787.174685835238,401.420576640446,-33.3459338913057
Scleria_sororia_SC146,361.460895609737,-6.8181713248422,-32.626726740461
Scleria_sphacelata_SC259,-1441.80053228269,73.6810454305575,-34.4186619789302
Scleria_spicata_SC041,36.3196098831314,409.090520941119,-145.491167837111
Scleria_spiciformis_SC246,1176.42994691854,-582.983758833667,-63.7194494442579
Scleria_splitgerberiana_SC162,1483.13769648018,-286.261269321917,151.116413726545
Scleria_sprucei_SC163,1091.95629102803,-228.155683953553,-32.614708095481
Scleria_staheliana_SC164,1590.87647723711,-641.594236110132,346.181945905165
Scleria_suaveolens_SC350,301.701947202787,640.7454739732,94.3811836620172
Scleria_sumatrensis_SC097,712.721293152949,-972.342532850855,-236.986766188626
Scleria_tenella_SC044,981.0661830518,-7.14355380602507,41.1194061414101
Scleria_tepuiensis_SC167,1318.59384629536,-799.017710894933,329.203605755645
Scleria_terrestris_SC055,-1280.18982854831,-808.748944222408,-150.116535891718
Scleria_tessellata_SC166,-60.251999659395,614.044446137217,163.237385206245
Scleria_testacea_SC278,239.314190472525,-96.8249599639387,-31.2769841430851
Scleria_tonkinensis_SC098,44.455398750509,-198.773005558843,-1.25557906266478
Scleria_transvaalensis_SC168,-909.480160143766,234.369771540186,-184.534836544314
Scleria_tricholepis_SC450,623.558916344936,-758.572329163633,469.499302749742
Scleria_tricristata_SC266,508.319879040307,858.989112130402,126.682338410158
Scleria_triglomerata_SC249,-6042.91976541059,-949.870666055403,281.313706287711
Scleria_unguiculata_SC250,-1734.69473853679,551.353953455864,89.1996983683015
Scleria_verrucosa_SC171,994.56127780193,144.14506328713,-13.815371643927
Scleria_verticillata_SC319,-2812.30387439103,-457.049719119017,182.321364604992
Scleria_veseyfitzgeraldii_SC301,-1916.04365519334,606.076813429269,108.30485886183
Scleria_virgata_SC118,-160.802109100609,97.9081932493795,-1.9067687566928
Scleria_vogelii_SC251,1107.8798305317,-409.925164813228,69.0930498212745
Scleria_welwitschii_SC442,-1381.53545974941,223.464287424569,-94.8233813552651
Scleria_williamsii_SC121,1063.28917960787,120.185097490693,-152.972121923736
Scleria_woodii_SC326,-795.554719477536,375.209829196557,9.11634235819625
Scleria_zambesica_SC335,-420.433728888674,282.338988849559,21.5488904427473
